Question,Choice1,Choice2,Choice3,Choice4
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 宅地 建物 取引 業者 で ない <ALP> と の 間 で 締結 し た 売買 契約 に関する 次 の 記述 の うち 宅地 建物 取引 業法 以下 この間 において 法 という 及び 民法 の 規定 に よれ ば 正しい もの は いくつ ある か <EOS>,<ALP> が <ALP> と の 間 で 締結 し た 中古 住宅 の 売買 契約 において 当該 住宅 の 引渡し を 受け た 後 で あれ ば 当該 売買 契約 の 締結 の 日 から <NUM> 日 以内 に <ALP> が 契約 の 更新 を し た とき は <ALP> は 当該 宅地 の 売買 契約 を 締結 する こと が でき ない <EOS>,<ALP> は <ALP> と の 問 で 契約 解除 に 伴う 違約 金 の 定め が ある 場合 クーリング・オフ による 契約 の 解除 が 行わ れ た とき で あっ て も 違約 金 の 額 を 支払い する こと が できる <EOS>,<ALP> が <ALP> から 当該 建物 の 引渡し を 受け た 後 <ALP> が 甲 建物 を <ALP> に 譲渡 し た 場合 <ALP> は <NUM> 万 円 の 報酬 を 受領 し た <EOS>,<ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が でき ない <EOS>
<BOS> <ALP> は <ALP> に 甲 建物 を 売却 し <ALP> から <ALP> に対する 所有 権 移転 登記 が なさ れ た <ALP> 間 の 売買 契約 の 解除 と 第三者 と の 関係 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 代理人 で ある こと を 知っ て い た 場合 <ALP> は <ALP> の 売買 契約 を 解除 する こと が でき ない <EOS>,<ALP> が <ALP> 間 の 売買 契約 を 締結 し た 場合 <ALP> の 承諾 が 得 られ て い ない 場合 <ALP> は <ALP> に 相当 の 損害 を 賠償 する 責任 を 負う <EOS>,<ALP> が <ALP> の 抵当 権 を もっ て さらに <ALP> の 債権 の ため の 担 <ALP> 呆 と する 場合 <ALP> は <ALP> に対し 当該 売買 契約 を 解除 する こと が でき ない <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ て い た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を 理由 に 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>
<BOS> 甲 県知事 の 宅地 建物 取引 土 資格 登録 以下 登録 と いう を 受け て いる 宅地 建物 取引 士 <ALP> が 宅地 建物 取引 業者 <ALP> 国土 交通 大臣 免許 に 勤務 し て いる 場合 に関する 次 の 記述 の うち 正しい もの は いくつ ある か <EOS>,<ALP> が 乙 県内 に 所在 する 宅地 建物 取引 業者 <ALP> に 就職 し た 場合 <ALP> は 遅滞 なく 変更 の 登録 を 申請 し なけれ ば なら ない <EOS>,<ALP> が 他 の 事務所 を 廃止 する こと なく 営業 保証 金 を 供託 し て いる 供託 所 及び その 所在地 を 説明 し ない まま に 自ら が 所有 する 宅地 の 売買 契約 が 成立 し た 場合 <ALP> は 遅滞 なく 乙 県知事 に 変更 の 登録 を 申請 し なけれ ば なら ない <EOS>,<ALP> は その 住所 を 変更 し た 場合 遅滞 なく 変更 の 登録 の 申請 を する こと が できる <EOS>,<ALP> が 乙 県 に 所在 する 宅地 建物 取引 業者 <ALP> に 乙 県 に 所在 する 宅地 建物 取引 業者 <ALP> に 販売 する 宅地 建物 取引 業者 <ALP> に 媒介 を 依頼 し た 場合 <ALP> は 当該 案内 所 に 係る 業務 を 行う こと が できる <EOS>
<BOS> <ALP> が <ALP> から <ALP> 所有 の 甲 土地 を 賃借 し て 甲 土地 上 に 乙 建物 を 建築 し て 所有 する 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 承諾 を 得 て 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> の 承諾 を 得 なけれ ば <ALP> の 承諾 に 代わる 許可 を 与える よう に 裁判所 に 申し立てる こと が できる <EOS>,<ALP> が 乙 建物 を <ALP> に 譲渡 し <ALP> 所有 の 建物 を <ALP> に 賃貸 し た 場合 <ALP> は <ALP> の <ALP> に対する 建物 代金 代金 の 支払い を 請求 する こと は でき ない <EOS>,<ALP> は 甲 土地 を 乙 県 に 支店 <ALP> を 設置 する 場合 <ALP> は <ALP> に対し 必要 な 指示 を する こと が できる <EOS>,<ALP> が <ALP> に 無断 で 甲 建物 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ た 場合 に は <ALP> は <ALP> に対して 不法 行為 を する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が <ALP> 所有 の 甲 宅地 の 売却 の 媒介 を 依頼 さ れ <ALP> と 専任 媒介 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> は <ALP> の 承諾 を 得 て い た 場合 で あっ て も <ALP> は <ALP> の 承諾 を 得 て い ない とき で あっ て も <ALP> は <ALP> の 承諾 を 得 て い た とき で あっ て も <ALP> は <ALP> の <NUM> 月 分 の <NUM> 倍 に 相当 する 金額 を <ALP> に 償還 する こと が できる <EOS>,<ALP> は <ALP> と の 間 に 専任 媒介 契約 を 締結 し 売買 契約 を 成立 さ せ た とき は <ALP> は 遅滞 なく 当該 宅地 の 所在 取引 価格 売買 契約 の 成立 し た 年月日 を 指定 流通 機構 に 通知 し なけれ ば なら ない <EOS>,<ALP> が <ALP> に 専任 媒介 契約 を 締結 し た 場合 <ALP> は 契約 の 相手方 を 探索 する ため 当該 宅地 に関する 所定 の 事項 を 専属 専任 媒介 契約 の 締結 日 から <NUM> 日 休業 日 を 除く 以内 に 指定 流通 機構 に 登録 する 必要 が ある <EOS>,<ALP> は <ALP> から <ALP> 所有 の 宅地 の 売却 の 依頼 を 受け た <ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 媒介 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業法 以下 この 問 において 法 という に関する 次 の 規定 の うち 宅地 建物 取引 業者 <ALP> が 自ら 完成 前 の 物件 の 売主 と なり 宅地 建物 取引 業者 <ALP> に 売却 する 場合 に 適用 さ れる もの は どれ か <EOS>,法 第 <NUM> 条 の <NUM> 第 <NUM> 項 の 規定 により 指定 する 講習 で あっ た 者 は 当該 宅地 建物 取引 業者 の 予想 により 生じ た 損害 額 の 算定 額 を 合計 する <EOS>,法 第 <NUM> 条 に 基づく 損害 賠償 額 の 予定 等 の 制限 <EOS>,法 第 <NUM> 条 に 基づく 重要 事項 の 説明 <EOS>,<ALP> は 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 建物 の 引渡し を 受け て い ない とき は <ALP> に対して 当該 建物 を 取得 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が <ALP> 所有 の 宅地 の 売却 の 媒介 依頼 を 受け <ALP> と 専任 媒介 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> と の 間 で 専任 媒介 契約 を 締結 し た 場合 <ALP> が <ALP> に対して 当該 宅地 の 売買 契約 を 締結 し た とき は <ALP> は 当該 宅地 の 引渡し を 受け た 日 から <NUM> 週間 以内 に その 旨 を <ALP> に 通知 し なけれ ば なら ない <EOS>,<ALP> 間 の 媒介 契約 が 専任 媒介 契約 で ある 場合 <ALP> は 契約 の 相手方 を 探す ため 当該 物件 につき 必要 な 事項 を 媒介 契約 締結 の 日 から <NUM> 日 休業 日 を 含む 以内 に 指定 流通 機構 に 登録 する 必要 が ある <EOS>,媒介 契約 の 有効 期間 の 満了 に際し <ALP> から <ALP> に 更新 の 申出 が あっ た 場合 <ALP> は 更新 を 拒む こと は でき ない <EOS>,<ALP> は <ALP> から <ALP> 所有 の 宅地 の 売却 の 依頼 を 受け た <ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 締結 し て い た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>
<BOS> <ALP> は 自己 所有 の 建物 を <ALP> に 売却 し た が <ALP> は まだ 所有 権 移転 登記 を 行っ て い ない この 場合 民法 の 規定 及び 判例 に よれ ば 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> に 売却 し た 場合 <ALP> が <ALP> の 持分 を 相続 し た 場合 <ALP> が <ALP> に対して 債権 を 有する <ALP> は <ALP> の 債権 を 免れる <EOS>,<ALP> が <ALP> 間 の 売買 の 事実 を 知ら ず に <ALP> から 甲地 を 買い受け 所有 権 移転 登記 を 得 た 場合 <ALP> は <ALP> に 甲地 の 所有 権 を 対抗 する こと が でき ない <EOS>,<ALP> は この 建物 を <ALP> から 買い受け <ALP> から <ALP> に対する 所有 権 移転 登記 が なさ れ た 場合 <ALP> は <ALP> に対して 甲地 の 所有 権 を 主張 する こと が でき ない <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> に対して 甲地 の 意思 表示 の 意思 を 表明 し て い ない 場合 <ALP> は <ALP> に対して 履行 の 請求 を する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 が 建物 の 貸借 の 媒介 を 行う 場合 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 書面 に 必ず 記載 し なけれ ば なら ない と さ れ て いる 事項 の 組合せ として 正しい もの は どれ か <EOS>,建物 の 貸借 の 媒介 において 当該 建物 が 津波 防災 地域 づくり に関する 法律 第 <NUM> 条 第 <NUM> 項 の 規定 により セット さ れ た もの で あっ て も その 内容 を 説明 する 必要 は ない <EOS>,当該 建物 の 瑕疵 かし を 担保 す べき 責任 について の 定め が ある とき は その 内容 <EOS>,損害 賠償 額 の 予定 又は 違約 金 に関する 事項 <EOS>,当該 建物 の 瑕疵 を 担保 す べき 責任 の 履行 に関し 保証 保険 契約 の 締結 の 日 から <NUM> 日 以内 に その 旨 を 当該 宅地 建物 取引 業者 の 業務 に 従事 し た 者 に対して その 旨 を 当該 説明 を し た が 当該 書面 の 交付 を し た 日 から <NUM> 年 を 経過 し て い ない 場合 は 当該 宅地 の 売買 契約 を 締結 し て いる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 宅地 の 売買 契約 を 締結 し た 場合 における 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 による 当該 契約 の 解除 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> が 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 売買 契約 の 解除 を する こと が でき ない 旨 の 特約 を し た 場合 <ALP> は その 旨 を 説明 し なけれ ば なら ない <EOS>,<ALP> が 自ら 指定 し た ホテル の ロビー で 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 何 も 告げ られ ず その <NUM> 日 後 <ALP> の モデルルーム で 契約 を 締結 し た 場合 <ALP> は 売買 契約 を 解除 する こと が でき ない <EOS>,<ALP> が ホテル の ロビー において 買受け の 申 込み を し その 際 に <ALP> から の 購入 の 依頼 を 受け た 場合 <ALP> は <ALP> の 承諾 を 得 て い なけれ ば <ALP> は 売買 契約 を 解除 する こと が でき ない <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け て <ALP> の 自宅 で 売買 契約 を 締結 し た 場合 <ALP> は 売買 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 宅地 建物 取引 業者 で ない <ALP> と の 間 で 締結 し た 売買 契約 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か <EOS>,<ALP> は <ALP> と の 間 で 締結 し た 中古 住宅 の 売買 契約 において 当該 住宅 を 現状 有 姿 で 引き渡す と する 特約 と 売買 契約 を 締結 し た <EOS>,<ALP> は <ALP> と の 間 で <NUM> 万 円 の 宅地 の 売買 契約 を 締結 し た が 特約 の 定め により <ALP> の 債務 不履行 を 理由 と する 契約 解除 を 解除 する こと は でき ない <EOS>,<ALP> は <ALP> と の 間 で <NUM> 万 円 の 宅地 の 売買 契約 を 締結 し た 場合 <ALP> が その 翌日 <ALP> の 死亡 により <ALP> が <ALP> を 相続 し た とき は <ALP> は 当該 契約 を 解除 する こと が でき ない <EOS>,<ALP> は <ALP> から <ALP> 所有 の 宅地 の 売買 契約 を 締結 し た が 契約 当日 に <ALP> が <ALP> の ため に 契約 を 解除 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業法 以下 この 問 において 法 という 第 <NUM> 条 の 規定 により 交付 す べき 書面 以下 この 問 において <NUM> 条 書面 という に関する 次 の 記述 の うち 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,宅地 建物 取引 業者 は 自ら 売主 と なる 宅地 の 売買 契約 を 締結 し た 場合 に は 当該 売買 契約 の 締結 を 中止 し た 場合 に は 当該 契約 の 解除 は でき ない <EOS>,宅地 建物 取引 業者 は 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 と の 間 で 宅地 の 売買 契約 を 締結 し た 場合 買主 に対し 法 第 <NUM> 条 の <NUM> に 規定 する 書面 の 交付 及び 宅 建 取引 士 は 法 第 <NUM> 条 第 <NUM> 項 の 規定 に 基づく 届出 を し なけれ ば なら ず この 規定 に 違反 し た <EOS>,宅地 建物 取引 業者 は その 業務 に関し 広告 を する 場合 現在 若しくは 将来 の 利用 の 制限 に関し 著しく 事実 に 相違 する 表示 を し て は なら ない が その 制限 に は 公法 上 の 制限 だけ で は なく 私法 上 の 制限 も 含ま れる <EOS>,宅地 建物 取引 業者 は その 販売 の 相手方 に 係る 宅地 建物 取引 業者 で ない 買主 に 引き渡し た 宅地 建物 取引 業者 が その 社員 として 加入 し た 場合 当該 売買 契約 の 締結 の 日 から <NUM> 日 以内 に 当該 建物 の 売買 契約 を 締結 し て も よい <EOS>
