Question,Choice
<BOS> <ALP> が <ALP> に対して 有する 債権 を <ALP> に 二 重 に 譲渡 し 両 譲渡 について 確定 日付 ある 証書 による 通知 が なさ れ た 場合 に関する 次 の 記述 の うち 民法 の 規定 判例 及び 判決 文 に よれ ば 正しい もの は どれ か 判決 文民 法 <NUM> 条 の 対抗 要件 制度 の 構造 に 鑑みれ ば 債権 が 二 重 に 譲渡 さ れ た 場合 譲受人 相互 の 問 の 優劣 は 通知 又は 承諾 に 付さ れ た 確定 日 付 の 先後 によって 定める べき で は なく 確定 日付 の ある 通知 が 債務 者 に 到達 し た 日時 又は 確定 日付 の ある 債務 者 の 承諾 の 日時 の 先後 によって 決す べき で あり また 確定 日 付 は 通知 又は 承諾 そのもの につき 必要 で ある と 解す べき で ある そして 以上 の 理 は 債権 の 譲受人 と 同一 債権 に対し 仮 差押 命令 の 執行 を し た 者 と の 間 の 優劣 を 決する 場合 において も なんら 異なる もの で は ない <EOS>,<BOS> 当該 譲渡 通知 の 確定 日 付 は <ALP> へ の 譲渡 が 平成 <NUM> 年 <NUM> 月 <NUM> 日 付 <ALP> へ の 譲渡 が 平成 <NUM> 年 <NUM> 月 <NUM> 日 付 で あっ た が ともに 平成 <NUM> 年 <NUM> 月 <NUM> 日 に <ALP> の もと へ 到達 し た 場合 <ALP> は <ALP> に 弁済 し なけれ ば なら ず <ALP> に 弁済 する こと は でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 行う 広告 に関する 次 の 記述 の うち 正しい もの は いくつ ある か <EOS>,<BOS> <ALP> が 宅地 の 売買 の 媒介 を する に当たり 特に 依頼 者 から 依頼 さ れ て 特別 の 広告 を 行っ た 場合 で あれ ば 当該 売買 が 不成立 に 終わっ た とき でも <ALP> は その 広告 に 要し た 実費 に 相当 する 額 を 依頼 者 から 受け取る こと が できる <EOS>
<BOS> <ALP> が <ALP> に対して 建物 の 建築 工事 を 代金 <NUM> 万 円 で 注文 し <ALP> が これ を 完成 さ せ た この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 請負 契約 の 目的 物 たる 建物 に 瑕疵 かし が ある 場合 瑕疵 かし の 修補 が 可能 で あれ ば <ALP> は <ALP> に対して 損害 賠償 請求 を 行う 前 に 瑕疵 かし の 修補 を 請求 し なけれ ば なら ない <EOS>
<BOS> <ALP> が <ALP> から <ALP> 所有 の 甲 土地 を 賃借 し て 甲 土地 上 に 乙 建物 を 建築 し て 所有 する 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> 問 の 契約 により 借地 権 の 存続 期間 を <NUM> 年 と 定める 場合 その 存続 期間 満了 時 に 借地 権 を 消滅 さ せる ため <ALP> が <ALP> に対して 乙 建物 を 相当 価格 で 譲渡 する 旨 の 特約 を する こと が できる が 特約 により 借地 権 が 消滅 し た 後 は <ALP> が 乙 建物 の 使用 を 継続 できる 場合 は ない <EOS>
<BOS> 宅地 建物 取引 業者 の 業務 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 は その 事務所 ごと に 一定 の 事項 を 記載 し た 従業 者 名簿 を 備え これ を 毎 事業 年度 の 末日 を もっ て 閉鎖 する もの と し 閉鎖 後 <NUM> 年間 保存 し なけれ ば なら ない <EOS>
<BOS> 都市 計画 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 都市 計画 施設 の 区域 内 において 工作 物 の 建設 を 行お う と する 者 は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> <ALP> は 自己 所有 の 甲 建物 居住 用 を <ALP> に 賃貸し 引渡し も 終わり 敷金 <NUM> 万 円 を 受領 し た この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 甲 建物 の 抵当 権 者 が <ALP> の <ALP> に対する 賃料 債権 につき 物上 代位 権 を 行使 し て これ を 差し押さえ た 場合 において も その 賃料 が 支払わ れ ない まま 賃貸借 契約 が 終了 し 甲 建物 が <ALP> から <ALP> に 明け渡さ れ た とき は その 未 払賃 料 債権 は 敷金 の 充当 により その 限度 で 消滅 する <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> の 報酬 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 事務所 において のみ 公衆 の 見 やすい 場所 に 国土 交通 大臣 が 定め た 報酬 の 額 を 掲示 すれ ば よい <EOS>
<BOS> 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 <ALP> が 宅地 建物 取引 業者 で ない <ALP> から 建物 の 売却 の 依頼 を 受け <ALP> と <ALP> と の 間 で 専属 専任 媒介 契約 を 締結 し た 場合 <ALP> が 探索 し た 相手方 以外 の 者 と <ALP> と の 間 で 売買 契約 を 締結 し た とき の 措置 について <ALP> と <ALP> と の 間 で 取り決め が なけれ ば <ALP> は 法 第 <NUM> 条 の <NUM> 第 <NUM> 項 の 規定 に 基づき 交付 す べき 書面 に 記載 する 必要 は ない <EOS>
<BOS> 宅地 建物 取引 業者 が <NUM> 棟 の 建物 に 属する 区分 所有 建物 の 売買 の 媒介 を する 場合 の 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づく 重要 事項 の 説明 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 建物 の 区分 所有 等 に関する 法律 に 規定 する 専有 部分 の 用途 その他 の 利用 の 制限 に関する 規約 の 定め 案 を 含む が ある とき は その 内容 を 説明 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 主任 者 証 以下 取引 主任 者 証 という に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの の 組合せ は どれ か <EOS>,<BOS> 取引 主任 者 は 常時 取引 主任 者 証 を 携帯 し て 取引 の 関係 者 から 請求 が あっ た とき 提示 する こと を 要し これ に 違反 し た とき は 過料 に 処せ られる こと が ある <EOS>
<BOS> 不動産 取得 税 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 平成 <NUM> 年 <NUM> 月 に 宅地 を 取得 し た 場合 当該 取得 に 係る 不動産 取得 税 の 課税 標準 は 当該 宅地 の 価格 の <NUM> 分の <NUM> の 額 と さ れる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 行っ た 業務 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの は どれ か <EOS>,<BOS> <ALP> は 宅地 建物 取引 業者 <ALP> と の 間 で <ALP> 所有 の マンション について <ALP> が 取得 資金 の 融資 を 受ける こと が できる こと を 条件 として 購入 する 契約 を 締結 し た 上 で 当該 マンション を 宅地 建物 取引 業者 <ALP> に 売却 し た <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 の 役員 及び 職員 は 刑法 その他 の 罰則 の 適用 について は 法令 により 公務 に 従事 する 職員 と みなさ れる <EOS>
<BOS> 宅地 建物 取引 士 <ALP> が 甲 県知事 の 宅地 建物 取引 士 資格 登録 以下 登録 と いう を 受け 宅地 建物 取引 業者 <ALP> に 勤務 し て いる 場合 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 婚姻 し て いる 満 <NUM> 歳 の <ALP> は <ALP> の 事務所 における 成年 者 で ある 専任 の 宅地 建物 取引 士 と なる こと は でき ない <EOS>
<BOS> <ALP> は 自己 所有 の 甲 不動産 を <NUM> カ月 以内 に <NUM> 万 円 以上 で 第三者 に 売却 でき その 代金 全額 を 受領 する こと を 停止 条件 として <ALP> と の 間 で <ALP> 所有 の 乙 不動産 を <NUM> 万 円 で 購入 する 売買 契約 を 締結 し た 条件 成就 に関する 特段 の 定め は し なかっ た この 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 停止 条件 が 成就 し なかっ た 場合 で かつ その こと につき <ALP> の 責 に 帰す べき 事由 が ない とき でも <ALP> は <ALP> に対し 売買 契約 に 基づき 買主 として の 債務 不履行 責任 を 負う <EOS>
<BOS> <ALP> は 自己 所有 の 建物 について 災害 により 居住 建物 を 失っ た 友人 <ALP> と 適当 な 家屋 が 見つかる まで の 一時 的 住居 と する と の 約定 の もと に 使用 貸借 契約 を 締結 し た この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> は <ALP> の 承諾 が なけれ ば この 建物 の 一部 を 第三者 に 転貸 し て 使用 収益 さ せる こと は でき ない <EOS>
<BOS> <ALP> は 自己 所有 の 甲 建物 を <ALP> に 賃貸 し た <ALP> は 敷金 として 賃料 <NUM> ヵ月 分 に 相当 する 金額 を <ALP> に対して 支払っ た が 当該 敷金 について <ALP> による 賃料 債権 へ の 充当 は さ れ て い ない この 場合 民法 の 規定 及び 判例 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が 甲 建物 を <ALP> に 売却 し 賃貸 人 として の 地位 を <ALP> に 承継 し た とき でも <ALP> の 承諾 が ない 限り <ALP> の 敷金 返還 債務 は 承継 さ れ ず <ALP> は <ALP> に対して のみ 敷金 の 返還 請求 を する こと が できる <EOS>
<BOS> 地価 公示 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 標準 地 の 鑑定 評価 は 近傍 類 地 の 取引 価格 から 算定 さ れる 推定 の 価格 近傍 類 地 の 地代 等 から 算定 さ れる 推定 の 価格 及び 同等 の 効用 を 有する 土地 の 造成 に 要する 推定 の 費用 の 額 の 平均 を 求める こと により 行わ なけれ ば なら ない <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この間 において 事後 届出 という に関する 次 の 記述 の うち 正しい もの は どれ か ただし 地方 自治 法 に 基づく 指定 都市 の 特例 について は 考慮 し ない もの と する <EOS>,<BOS> 事後 届出 の 対象 面積 に 達する 一団 の 土地 について 土地 売買 等 の 契約 を 締結 し た 場合 に は 当事者 の うち 当該 土地 売買 等 の 契約 により 土地 に関する 権利 の 移転 を 受ける こと に なる 者 は その 土地 の 引渡し が あっ た 日 から <NUM> 週間 以内 に 事後 届出 を し なけれ ば なら ない <EOS>
<BOS> <ALP> は <ALP> に 甲 建物 を 売却 し <ALP> から <ALP> に対する 所有 権 移転 登記 が なさ れ た <ALP> 間 の 売買 契約 の 解除 と 第三者 と の 関係 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が <ALP> の 債権 者 <ALP> と の 間 で 甲 建物 につき 抵当 権 設定 契約 を 締結 し た が その 設定 登記 を する 前 に <ALP> が <ALP> 間 の 売買 契約 を 適法 に 解除 し その 旨 を <ALP> に 通知 し た 場合 <ALP> 間 の 抵当 権 設定 契約 は 無効 と なり <ALP> の 抵当 権 は 消滅 する <EOS>
<BOS> <ALP> が <ALP> の 代理人 として <ALP> と の 間 で <ALP> 所有 の 土地 の 売買 契約 を 締結 する 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 未成年 者 で あっ て も <ALP> が 成年 に 達し た 者 で あれ ば <ALP> の 法定 代理人 の 同意 又は 許可 を 得る こと なく <ALP> に 売買 の 代理 権 を 与え て <ALP> と の 間 で 土地 の 売買 契約 を 締結 する こと が でき この 契約 を 取り消す こと は でき ない <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この 問 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 宅地 造成 工事 規制 区域 内 で 過去 に 宅地 造成 に関する 工事 が 行わ れ 現在 は 造成 主 と は 異なる 者 が その 工事 が 行わ れ た 宅地 を 所有 し て いる 場合 において 当該 宅地 の 所有 者 は 宅地 造成 に 伴う 災害 が 生じ ない よう その 宅地 を 常時 安全 な 状態 に 維持 する よう 努め なけれ ば なら ない <EOS>
<BOS> <ALP> 個人 の 宅地 建物 取引 業法 の 免許 以下 この 問 において 免許 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が 競売 により 取得 し た 複数 の 宅地 を 宅地 建物 取引 業者 に 媒介 を 依頼 し 売却 する 行為 を 繰り返し 行う 場合 <ALP> は 免許 を 必要 と し ない <EOS>
<BOS> 法人 で ある 宅地 建物 取引 業者 <ALP> が その 業務 を 行う 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの は いくつ ある か <EOS>,<BOS> <ALP> は 自ら 売主 と なる 新築 住宅 に関する 取引 に 係る 帳簿 を 事業 年度 の 末日 を もっ て 閉鎖 し た 上 で 閉鎖 後 <NUM> 年 を 経過 し た ので 直ちに 廃棄 し た <EOS>
<BOS> 宅地 建物 取引 業者 が 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 重要 事項 について 説明 する 場合 における 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 平成 <NUM> 年 <NUM> 月 に 新築 の 工事 に 着手 し た 建物 の 売買 において 当該 建物 が 指定 確認 検査 機関 建築 士 登録 住宅 性能 評価 機関 又は 地方 公共 団体 による 耐震 診断 を 受け た もの で ある とき は その 内容 を 買主 に 説明 し なけれ ば なら ない <EOS>
